4677: T2_2H_BOW                                                        : Novice's Bow
1716: T4_OFF_CENSER_AVALON                                             : Adept's Celestial Censer
1717: T4_OFF_CENSER_AVALON@1                                           : Adept's Celestial Censer
1718: T4_OFF_CENSER_AVALON@2                                           : Adept's Celestial Censer
1719: T4_OFF_CENSER_AVALON@3                                           : Adept's Celestial Censer
1720: T5_OFF_CENSER_AVALON                                             : Expert's Celestial Censer
1721: T5_OFF_CENSER_AVALON@1                                           : Expert's Celestial Censer
1722: T5_OFF_CENSER_AVALON@2                                           : Expert's Celestial Censer
1723: T5_OFF_CENSER_AVALON@3                                           : Expert's Celestial Censer
1724: T6_OFF_CENSER_AVALON                                             : Master's Celestial Censer
1725: T6_OFF_CENSER_AVALON@1                                           : Master's Celestial Censer
1726: T6_OFF_CENSER_AVALON@2                                           : Master's Celestial Censer
1727: T6_OFF_CENSER_AVALON@3                                           : Master's Celestial Censer
1728: T7_OFF_CENSER_AVALON                                             : Grandmaster's Celestial Censer
1729: T7_OFF_CENSER_AVALON@1                                           : Grandmaster's Celestial Censer
1730: T7_OFF_CENSER_AVALON@2                                           : Grandmaster's Celestial Censer
1731: T7_OFF_CENSER_AVALON@3                                           : Grandmaster's Celestial Censer
1732: T8_OFF_CENSER_AVALON                                             : Elder's Celestial Censer
1733: T8_OFF_CENSER_AVALON@1                                           : Elder's Celestial Censer
1734: T8_OFF_CENSER_AVALON@2                                           : Elder's Celestial Censer
1735: T8_OFF_CENSER_AVALON@3                                           : Elder's Celestial Censer
1736: T3_OFF_TORCH                                                     : Journeyman's Torch
1737: T4_OFF_TORCH                                                     : Adept's Torch
1738: T4_OFF_TORCH@1                                                   : Adept's Torch
1739: T4_OFF_TORCH@2                                                   : Adept's Torch
1740: T4_OFF_TORCH@3                                                   : Adept's Torch
1741: T5_OFF_TORCH                                                     : Expert's Torch
1742: T5_OFF_TORCH@1                                                   : Expert's Torch
1743: T5_OFF_TORCH@2                                                   : Expert's Torch
1744: T5_OFF_TORCH@3                                                   : Expert's Torch
1745: T6_OFF_TORCH                                                     : Master's Torch
1746: T6_OFF_TORCH@1                                                   : Master's Torch
1747: T6_OFF_TORCH@2                                                   : Master's Torch
1748: T6_OFF_TORCH@3                                                   : Master's Torch
1749: T7_OFF_TORCH                                                     : Grandmaster's Torch
1750: T7_OFF_TORCH@1                                                   : Grandmaster's Torch
1751: T7_OFF_TORCH@2                                                   : Grandmaster's Torch
1752: T7_OFF_TORCH@3                                                   : Grandmaster's Torch
1753: T8_OFF_TORCH                                                     : Elder's Torch
1754: T8_OFF_TORCH@1                                                   : Elder's Torch
1755: T8_OFF_TORCH@2                                                   : Elder's Torch
1756: T8_OFF_TORCH@3                                                   : Elder's Torch
1757: T4_OFF_HORN_KEEPER                                               : Adept's Mistcaller
1758: T4_OFF_HORN_KEEPER@1                                             : Adept's Mistcaller
1759: T4_OFF_HORN_KEEPER@2                                             : Adept's Mistcaller
1760: T4_OFF_HORN_KEEPER@3                                             : Adept's Mistcaller
1761: T5_OFF_HORN_KEEPER                                               : Expert's Mistcaller
1762: T5_OFF_HORN_KEEPER@1                                             : Expert's Mistcaller
1763: T5_OFF_HORN_KEEPER@2                                             : Expert's Mistcaller
1764: T5_OFF_HORN_KEEPER@3                                             : Expert's Mistcaller
1765: T6_OFF_HORN_KEEPER                                               : Master's Mistcaller
1766: T6_OFF_HORN_KEEPER@1                                             : Master's Mistcaller
1767: T6_OFF_HORN_KEEPER@2                                             : Master's Mistcaller
1768: T6_OFF_HORN_KEEPER@3                                             : Master's Mistcaller
1769: T7_OFF_HORN_KEEPER                                               : Grandmaster's Mistcaller
1770: T7_OFF_HORN_KEEPER@1                                             : Grandmaster's Mistcaller
1771: T7_OFF_HORN_KEEPER@2                                             : Grandmaster's Mistcaller
1772: T7_OFF_HORN_KEEPER@3                                             : Grandmaster's Mistcaller
1773: T8_OFF_HORN_KEEPER                                               : Elder's Mistcaller
1774: T8_OFF_HORN_KEEPER@1                                             : Elder's Mistcaller
1775: T8_OFF_HORN_KEEPER@2                                             : Elder's Mistcaller
1776: T8_OFF_HORN_KEEPER@3                                             : Elder's Mistcaller
1777: T4_OFF_TALISMAN_AVALON                                           : Adept's Sacred Scepter
1778: T4_OFF_TALISMAN_AVALON@1                                         : Adept's Sacred Scepter
1779: T4_OFF_TALISMAN_AVALON@2                                         : Adept's Sacred Scepter
1780: T4_OFF_TALISMAN_AVALON@3                                         : Adept's Sacred Scepter
1781: T5_OFF_TALISMAN_AVALON                                           : Expert's Sacred Scepter
1782: T5_OFF_TALISMAN_AVALON@1                                         : Expert's Sacred Scepter
1783: T5_OFF_TALISMAN_AVALON@2                                         : Expert's Sacred Scepter
1784: T5_OFF_TALISMAN_AVALON@3                                         : Expert's Sacred Scepter
1785: T6_OFF_TALISMAN_AVALON                                           : Master's Sacred Scepter
1786: T6_OFF_TALISMAN_AVALON@1                                         : Master's Sacred Scepter
1787: T6_OFF_TALISMAN_AVALON@2                                         : Master's Sacred Scepter
1788: T6_OFF_TALISMAN_AVALON@3                                         : Master's Sacred Scepter
1789: T7_OFF_TALISMAN_AVALON                                           : Grandmaster's Sacred Scepter
1790: T7_OFF_TALISMAN_AVALON@1                                         : Grandmaster's Sacred Scepter
1791: T7_OFF_TALISMAN_AVALON@2                                         : Grandmaster's Sacred Scepter
1792: T7_OFF_TALISMAN_AVALON@3                                         : Grandmaster's Sacred Scepter
1793: T8_OFF_TALISMAN_AVALON                                           : Elder's Sacred Scepter
1794: T8_OFF_TALISMAN_AVALON@1                                         : Elder's Sacred Scepter
1795: T8_OFF_TALISMAN_AVALON@2                                         : Elder's Sacred Scepter
1796: T8_OFF_TALISMAN_AVALON@3                                         : Elder's Sacred Scepter
1797: T4_OFF_LAMP_UNDEAD                                               : Adept's Cryptcandle
1798: T4_OFF_LAMP_UNDEAD@1                                             : Adept's Cryptcandle
1799: T4_OFF_LAMP_UNDEAD@2                                             : Adept's Cryptcandle
1800: T4_OFF_LAMP_UNDEAD@3                                             : Adept's Cryptcandle
1801: T5_OFF_LAMP_UNDEAD                                               : Expert's Cryptcandle
1802: T5_OFF_LAMP_UNDEAD@1                                             : Expert's Cryptcandle
1803: T5_OFF_LAMP_UNDEAD@2                                             : Expert's Cryptcandle
1804: T5_OFF_LAMP_UNDEAD@3                                             : Expert's Cryptcandle
1805: T6_OFF_LAMP_UNDEAD                                               : Master's Cryptcandle
1806: T6_OFF_LAMP_UNDEAD@1                                             : Master's Cryptcandle
1807: T6_OFF_LAMP_UNDEAD@2                                             : Master's Cryptcandle
1808: T6_OFF_LAMP_UNDEAD@3                                             : Master's Cryptcandle
1809: T7_OFF_LAMP_UNDEAD                                               : Grandmaster's Cryptcandle
1810: T7_OFF_LAMP_UNDEAD@1                                             : Grandmaster's Cryptcandle
1811: T7_OFF_LAMP_UNDEAD@2                                             : Grandmaster's Cryptcandle
1812: T7_OFF_LAMP_UNDEAD@3                                             : Grandmaster's Cryptcandle
1813: T8_OFF_LAMP_UNDEAD                                               : Elder's Cryptcandle
1814: T8_OFF_LAMP_UNDEAD@1                                             : Elder's Cryptcandle
1815: T8_OFF_LAMP_UNDEAD@2                                             : Elder's Cryptcandle
1816: T8_OFF_LAMP_UNDEAD@3                                             : Elder's Cryptcandle
1817: T4_OFF_JESTERCANE_HELL                                           : Adept's Leering Cane
1818: T4_OFF_JESTERCANE_HELL@1                                         : Adept's Leering Cane
1819: T4_OFF_JESTERCANE_HELL@2                                         : Adept's Leering Cane
1820: T4_OFF_JESTERCANE_HELL@3                                         : Adept's Leering Cane
1821: T5_OFF_JESTERCANE_HELL                                           : Expert's Leering Cane
1822: T5_OFF_JESTERCANE_HELL@1                                         : Expert's Leering Cane
1823: T5_OFF_JESTERCANE_HELL@2                                         : Expert's Leering Cane
1824: T5_OFF_JESTERCANE_HELL@3                                         : Expert's Leering Cane
1825: T6_OFF_JESTERCANE_HELL                                           : Master's Leering Cane
1826: T6_OFF_JESTERCANE_HELL@1                                         : Master's Leering Cane
1827: T6_OFF_JESTERCANE_HELL@2                                         : Master's Leering Cane
1828: T6_OFF_JESTERCANE_HELL@3                                         : Master's Leering Cane
